时间 (time),前兆信号概率
2023-02-05 00:00:54,1.3560976e-15
2023-02-05 00:02:44,2.7022157e-11
2023-02-05 00:04:34,2.253158e-10
2023-02-05 00:06:23,1.9271768e-10
2023-02-05 00:08:13,1.7563886e-10
2023-02-05 00:10:03,6.9521655e-10
2023-02-05 00:11:53,1.26896404e-08
2023-02-05 00:13:43,2.891063e-08
2023-02-05 00:15:32,8.715601e-09
2023-02-05 00:17:23,5.868996e-08
2023-02-05 00:19:12,2.2720874e-09
2023-02-05 00:21:02,1.48561945e-08
2023-02-05 00:22:52,3.6493038e-08
2023-02-05 00:24:43,1.4103359e-08
2023-02-05 00:26:32,1.4791926e-08
2023-02-05 00:28:21,2.5486257e-08
2023-02-05 00:30:12,4.8520823e-09
2023-02-05 00:32:01,3.3041296e-08
2023-02-05 00:33:52,1.2986523e-09
2023-02-05 00:35:41,1.4240323e-08
2023-02-05 00:37:30,1.214958e-08
2023-02-05 00:39:20,2.1874104e-08
2023-02-05 00:41:11,1.708498e-10
2023-02-05 00:43:00,2.7729188e-09
2023-02-05 00:44:50,6.76404e-09
2023-02-05 00:46:40,1.0749036e-08
2023-02-05 00:48:29,2.082302e-09
2023-02-05 00:50:19,5.838913e-09
2023-02-05 00:52:09,8.0521465e-09
2023-02-05 00:53:59,2.470692e-09
2023-02-05 00:55:49,8.801551e-09
2023-02-05 00:57:39,5.8422662e-09
2023-02-05 00:59:29,4.357784e-08
2023-02-05 01:01:18,1.3624095e-09
2023-02-05 01:03:08,4.8250576e-10
2023-02-05 01:04:59,6.6179076e-09
2023-02-05 01:06:48,1.3220911e-08
2023-02-05 01:08:38,1.2053651e-08
2023-02-05 01:10:28,3.441895e-09
2023-02-05 01:12:17,1.3930386e-08
2023-02-05 01:14:07,1.585185e-11
2023-02-05 01:15:57,3.5769638e-09
2023-02-05 01:17:47,6.1311733e-09
2023-02-05 01:19:38,1.09061125e-08
2023-02-05 01:21:26,3.4524658e-10
2023-02-05 01:23:17,2.50188e-10
2023-02-05 01:25:07,2.4544922e-09
2023-02-05 01:26:56,6.9262276e-09
2023-02-05 01:28:46,1.0182934e-10
2023-02-05 01:30:35,1.0352851e-09
2023-02-05 01:32:25,3.5131023e-09
2023-02-05 01:34:15,1.59279e-10
2023-02-05 01:36:05,6.935938e-11
2023-02-05 01:37:56,7.211371e-10
2023-02-05 01:39:45,3.870978e-09
2023-02-05 01:41:34,5.972176e-11
2023-02-05 01:43:24,4.4827413e-11
2023-02-05 01:45:14,3.1672967e-10
2023-02-05 01:47:04,7.8272716e-10
2023-02-05 01:48:55,4.419765e-10
2023-02-05 01:50:43,7.322056e-10
2023-02-05 01:52:33,3.2918912e-10
2023-02-05 01:54:23,1.0104215e-09
2023-02-05 01:56:13,2.3451772e-09
2023-02-05 01:58:03,9.814416e-10
2023-02-05 01:59:53,1.6718527e-09
2023-02-05 02:01:42,2.7148186e-09
2023-02-05 02:03:32,5.7943144e-09
2023-02-05 02:05:23,2.029126e-08
2023-02-05 02:07:12,6.4438455e-10
2023-02-05 02:09:01,6.491379e-09
2023-02-05 02:10:52,2.058283e-08
2023-02-05 02:12:42,2.5307775e-10
2023-02-05 02:14:32,1.4199517e-10
2023-02-05 02:16:20,6.875028e-09
2023-02-05 02:18:10,5.9512026e-09
2023-02-05 02:20:01,1.945192e-09
2023-02-05 02:21:51,7.0068027e-09
2023-02-05 02:23:39,8.575778e-10
2023-02-05 02:25:29,3.1564173e-10
2023-02-05 02:27:19,1.5321147e-08
2023-02-05 02:29:09,4.508218e-10
2023-02-05 02:30:59,1.6064133e-09
2023-02-05 02:32:49,6.268028e-09
2023-02-05 02:34:40,1.6641821e-09
2023-02-05 02:36:29,6.3322196e-09
2023-02-05 02:38:18,7.2916078e-09
2023-02-05 02:40:08,5.254343e-09
2023-02-05 02:41:58,2.5030756e-08
2023-02-05 02:43:48,1.537545e-08
2023-02-05 02:45:39,4.336938e-08
2023-02-05 02:47:27,1.8981549e-08
2023-02-05 02:49:17,4.5094783e-08
2023-02-05 02:51:07,1.3662811e-10
2023-02-05 02:52:57,1.1472469e-08
2023-02-05 02:54:47,3.1285435e-08
2023-02-05 02:56:36,5.907135e-08
2023-02-05 02:58:26,2.887138e-09
2023-02-05 03:00:16,2.0425887e-08
2023-02-05 03:02:06,2.660138e-08
2023-02-05 03:03:55,9.530535e-08
2023-02-05 03:05:45,5.6480323e-09
2023-02-05 03:07:37,1.7531497e-07
2023-02-05 03:09:26,1.3867761e-09
2023-02-05 03:11:14,1.635995e-10
2023-02-05 03:13:04,2.9922262e-08
2023-02-05 03:14:54,2.4321822e-10
2023-02-05 03:16:44,2.0332907e-08
2023-02-05 03:18:34,2.028319e-10
2023-02-05 03:20:24,2.429691e-11
2023-02-05 03:22:14,2.4348523e-09
2023-02-05 03:24:04,3.889317e-13
2023-02-05 03:25:53,3.8305054e-11
2023-02-05 03:27:43,3.573457e-10
2023-02-05 03:29:33,1.2551057e-09
2023-02-05 03:31:23,9.874058e-12
2023-02-05 03:33:14,6.6992835e-11
2023-02-05 03:35:02,2.476469e-11
2023-02-05 03:36:52,4.447381e-11
2023-02-05 03:38:43,5.9928673e-10
2023-02-05 03:40:32,1.3789418e-10
2023-02-05 03:42:21,1.1067415e-10
2023-02-05 03:44:11,2.3071005e-10
2023-02-05 03:46:01,1.6743482e-09
2023-02-05 03:47:51,9.585739e-12
2023-02-05 03:49:40,6.420879e-10
2023-02-05 03:51:30,9.31709e-10
2023-02-05 03:53:20,2.6528443e-10
2023-02-05 03:55:10,5.0385682e-09
2023-02-05 03:57:02,5.3927236e-12
2023-02-05 03:58:50,3.0495315e-12
2023-02-05 04:00:40,9.115575e-10
2023-02-05 04:02:30,2.2703979e-09
2023-02-05 04:04:19,2.0850431e-10
2023-02-05 04:06:09,7.1222733e-10
2023-02-05 04:07:59,6.769377e-11
2023-02-05 04:09:49,9.544663e-10
2023-02-05 04:11:40,4.587196e-09
2023-02-05 04:13:29,1.4684136e-10
2023-02-05 04:15:19,7.0955246e-09
2023-02-05 04:17:08,3.4419377e-11
2023-02-05 04:18:59,1.1026601e-10
2023-02-05 04:20:48,3.44794e-09
2023-02-05 04:22:38,1.638372e-09
2023-02-05 04:24:28,1.4310346e-09
2023-02-05 04:26:18,1.9587814e-09
2023-02-05 04:28:07,1.1504302e-09
2023-02-05 04:29:58,6.9809234e-09
2023-02-05 04:31:47,7.864928e-09
2023-02-05 04:33:37,7.948597e-09
2023-02-05 04:35:28,2.3792214e-08
2023-02-05 04:37:16,2.368571e-09
2023-02-05 04:39:07,9.887198e-11
2023-02-05 04:40:56,4.839272e-09
2023-02-05 04:42:46,1.5672216e-08
2023-02-05 04:44:37,7.749805e-09
2023-02-05 04:46:25,9.710075e-09
2023-02-05 04:48:16,7.4250903e-09
2023-02-05 04:50:05,8.9049275e-09
2023-02-05 04:51:54,2.654426e-08
2023-02-05 04:53:45,1.1815261e-08
2023-02-05 04:55:34,5.325152e-08
2023-02-05 04:57:24,1.0565064e-08
2023-02-05 04:59:14,1.2934917e-07
2023-02-05 05:01:04,7.1010215e-09
2023-02-05 05:02:54,1.3249404e-09
2023-02-05 05:04:43,3.9968608e-08
2023-02-05 05:06:33,2.2092683e-08
2023-02-05 05:08:23,4.9084367e-08
2023-02-05 05:10:13,2.7153119e-08
2023-02-05 05:12:02,2.7164516e-08
2023-02-05 05:13:52,3.8164217e-08
2023-02-05 05:15:43,5.2037002e-08
2023-02-05 05:17:32,6.885504e-08
2023-02-05 05:19:22,1.025706e-07
2023-02-05 05:21:12,1.15380985e-07
2023-02-05 05:23:01,4.1382361e-10
2023-02-05 05:24:51,1.3899492e-08
2023-02-05 05:26:41,9.99409e-08
2023-02-05 05:28:30,6.3010184e-08
2023-02-05 05:30:20,3.9705633e-08
2023-02-05 05:32:11,4.3119705e-08
2023-02-05 05:34:02,1.198698e-08
2023-02-05 05:35:50,9.459092e-08
2023-02-05 05:37:40,6.778172e-08
2023-02-05 05:39:30,3.5757175e-08
2023-02-05 05:41:20,1.8230547e-07
2023-02-05 05:43:09,9.410461e-10
2023-02-05 05:45:00,2.1171005e-08
2023-02-05 05:46:51,5.511845e-08
2023-02-05 05:48:40,6.403175e-08
2023-02-05 05:50:29,3.7583e-08
2023-02-05 05:52:20,2.0135733e-08
2023-02-05 05:54:09,1.5885925e-08
2023-02-05 05:56:00,2.3206473e-08
2023-02-05 05:57:49,6.896781e-08
2023-02-05 05:59:38,6.286325e-08
2023-02-05 06:01:28,4.016846e-08
2023-02-05 06:03:19,4.313081e-08
2023-02-05 06:05:08,1.7494743e-10
2023-02-05 06:06:57,1.3830364e-08
2023-02-05 06:08:47,2.9633224e-08
2023-02-05 06:10:37,2.9815045e-08
2023-02-05 06:12:27,3.663419e-08
2023-02-05 06:14:16,8.148259e-09
2023-02-05 06:16:07,3.0051638e-08
2023-02-05 06:17:56,2.6615794e-08
2023-02-05 06:19:47,8.710702e-08
2023-02-05 06:21:36,6.19646e-08
2023-02-05 06:23:26,4.1058172e-08
2023-02-05 06:25:16,2.0506226e-07
2023-02-05 06:27:05,8.9172275e-10
2023-02-05 06:28:55,2.902399e-09
2023-02-05 06:30:45,5.3593478e-08
2023-02-05 06:32:36,5.3369774e-08
2023-02-05 06:34:25,5.0575576e-08
2023-02-05 06:36:15,1.7488624e-08
2023-02-05 06:38:04,3.1550723e-08
2023-02-05 06:39:54,5.2103342e-08
2023-02-05 06:41:44,6.846191e-08
2023-02-05 06:43:34,8.579386e-08
2023-02-05 06:45:23,2.7026744e-07
2023-02-05 06:47:14,8.007257e-09
2023-02-05 06:49:03,8.049785e-08
2023-02-05 06:50:53,2.9285794e-09
2023-02-05 06:52:43,6.662028e-10
2023-02-05 06:54:34,6.525172e-08
2023-02-05 06:56:23,2.5587422e-08
2023-02-05 06:58:12,2.2445901e-08
2023-02-05 07:00:02,2.0937051e-08
2023-02-05 07:01:52,1.5479971e-08
2023-02-05 07:03:42,4.6384297e-08
2023-02-05 07:05:32,4.9347392e-08
2023-02-05 07:07:21,1.0758681e-07
2023-02-05 07:09:11,8.892744e-08
2023-02-05 07:11:02,3.6650294e-10
2023-02-05 07:12:51,3.1277111e-10
2023-02-05 07:14:43,3.0726703e-08
2023-02-05 07:16:30,6.638999e-08
2023-02-05 07:18:20,1.8707059e-08
2023-02-05 07:20:12,1.688228e-08
2023-02-05 07:22:00,2.7204077e-08
2023-02-05 07:23:50,3.9642295e-08
2023-02-05 07:25:41,6.865112e-08
2023-02-05 07:27:29,6.065736e-08
2023-02-05 07:29:19,1.17340896e-07
2023-02-05 07:31:09,1.5173374e-07
2023-02-05 07:32:59,5.1275845e-10
2023-02-05 07:34:49,4.6313133e-08
2023-02-05 07:36:38,9.086316e-08
2023-02-05 07:38:28,6.5663095e-08
2023-02-05 07:40:19,1.2704383e-07
2023-02-05 07:42:08,5.7077386e-08
2023-02-05 07:43:58,9.550188e-08
2023-02-05 07:45:49,1.7689972e-07
2023-02-05 07:47:37,3.5151828e-07
